Qu Id,Name (Manufacturers),Name (Categories),Name,Weight (Packages),Height (Packages),Length (Packages),Width (Packages)
387657,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,4,3,4
387650,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,4,3,4
387648,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,4,3,4
387575,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,4,3,4
387547,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,4,3,4
387406,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.3,4,3,4
23440,,,,0,2,13,2
387482,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
387351,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.2,4,3,4
387134,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
387119,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
387093,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
387704,,Body Scent Cosmetics,Boss Femme women Eau De Parfum Spray 2.5 oz Tester,0.9,5,3,7
386989,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.35,3,3,8
389047,,Cream (Small up to 4oz.),1.7 oz Eau De Toilette Spray (New Packaging),0.7,3,3,8
387142,,Body Scent Cosmetics,Halloween Gift Set,2.45,10,5,13
56605,,,,0,5,9,5
388875,,Watches,Tommy Hilfiger Women's Blush Leather Strap Watch 40mm,0.3,4,3,4
386890,,Cosmetic Set (Small - sample bag),Fragrance Gift Set + Cosmetic Bag,0.95,8,4,6
390118,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
390094,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
390079,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
390067,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
29402,,,,0,14,17,5
390064,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
390038,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.4,4,3,4
390396,,T-shirts,KARL KOCKTAIL TEE,0.35,1,8,7
390031,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment Eye Capsules - 60caps ,0.35,4,3,4
385852,,Coats,"Wool-Blend Coat,, Color light heather grey, Size M",2.5,13,3,11
389233,,Women's Shoes,Calvin Klein Jeans Jerrold Sneaker,1.65,4,12,8
388513,,Body Scent Cosmetics,Tiziana Terenzi Kirke unisex Extrait De Parfum Spray 3.3 oz,1.6,5,4,7
389342,,Backpack (Large),MICHAEL KORS Rhea Medium Leather Backpack ,2.55,12,6,14
387578,,Robe (Large), RALPH LAUREN Terry Kimono Robe,3.2,6,16,14
388218,,Body Scent Cosmetics,Alien Man men Eau De Toilette Refillable Spray 3.4 oz,0.9,3,2.5,8
389808,,Electronics,STAGE ONE BMW SPEAKER UPGRADE FOR E89 Z4 WITH STANDARD HI-FI,7.05,7,17,12
390973,,Summer Jackets,"Lightweight Puffer Jacket, Size XL. Color  classic burgendy port wine",1.35,9,5,11
388166,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.3,3,2.5,8
388106,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.2,3,2.5,8
388062,,Body Scent Cosmetics,Boss The Scent women Eau De Parfum Spray 1.6 oz Tester,0.7,3,2.5,8
390175,,Coats,Calvin Klein Long Line Quilted Puffer Jacket,2.4,7,19,15
42661,,,,0,11,12,5
390168,Michael Kors,Winter Jackets,"Michael Kors Logo Stripe Hooded Puffer Jacket, Black",1.7,6,16,11
385080,,Dresses,"Papillon Bow Front Striped Jumpsuit, Color Black, Size S",0.5,6,2,9
391542,,Vitamins (Small),"Equate Maximum Strength Sleep-Aid Softgels, 50 mg, 100 Count ",0.3,4,3,4
391548,,Gummies (2+1),"Equate Extra Strength Pain Reliever Acetaminophen 500mg Caplets, 2x250ct",0.9,5,3,7
388303,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.3,3,3,4
388276,Hugo Boss,Body Scent Cosmetics,Boss Nuit Pour Femme women Eau De Parfum Spray 2.5 oz Tester,0.7,3,3,8
388345,,Body Scent Cosmetics, Trussardi Donna women Eau De Parfum Spray 3.4 oz ,1.25,5,3,7
388767,,Bag (Large),"Marc Jacobs The Tag 27 Leather Tote, Color black",2.55,6,14,12
389568,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
389522,,Cosmetic Set (Small - sample bag), Green Tea women Deodorant Cream 1.5 oz ,0.25,4,3,4
388524,,Winter Jackets,MICHAEL Michael Kors Logo Stripe Hooded Puffer Jacket,1.75,6,16,11
389519,,Winter Jackets,"Michael Kors Logo Stripe Hooded Puffer Jacket,",1.6,6,16,11
389574,,Body Scent Cosmetics, Ck In2u women Eau De Toilette Spray 3.4 oz Tester ,1.1,3,3,8
389530,Michael Kors,Winter Jackets,"Michael Kors Logo Stripe Hooded Puffer Jacket, Red",1.6,5,16,11
389369,,Body Scent Cosmetics, Trussardi Donna women Eau De Parfum Spray 3.4 oz ,1.3,5,3,7
394171,GUESS,Wallets,"Kim Large Zip-Around Wallet, Color Black",0.55,8,1,4
17363,,,,0,14,17,4
389604,,Men's Winter Boots,XRAY Maison Boot,1.85,7,4,12
384589,,Body Scent Cosmetics, Trussardi Donna women Eau De Parfum Spray 3.4 oz ,1.25,5,3,7
384621,,Body Scent Cosmetics, Boss In Motion men Eau De Toilette Spray 3 oz Tester ,0.65,4,3,4
389326,,Men's Shoes,Calvin Klein Jeans Marvin Mixed Media Sneaker,2.05,8,4,11
393401,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
390667,,Men's Shoes,"Men's Fresh Foam Cruz SockFit, Size 9.5",1.15,4,11,6
393297,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
393291,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
393247,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
388726,,Backpack (Large),"Samsonite Classic Leather Slim Backpack, Color Black",2.7,10,6,16
393244,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
393090,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
393061,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
392952,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
392789,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
392678,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,7,1,5
389285,,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green",0.9,1,12,9
389295,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",0.85,1,12,9
50552,,,,0,6,9,1
389294,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",0.85,1,12,9
389242,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",0.9,1,12,9
385489,,Coats,"Wool-Blend Coat, Color light heather grey, Size S regular ",2.6,17,2,18
389255,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",0.95,1,12,9
390318,,Coats,Jones New York Hooded Faux-Fur Maxi Coat,4.1,13,8,18
385501,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.7,13,4,9
389269,Tommy Hilfiger,Crossbodies,"Tommy Hilfiger Julia Nylon Half Moon Crossbody, Color: Navy/Gold",0.9,2.5,9,7
385467,,Women's Ankle Boots,BEARPAW Shantelle Genuine Shearling Lined Suede Boot,2.05,13,4.5,8
46924,,,,0,9,11,4
388981,,Headphones,Logitech - G933 Artemis Spectrum Gaming Headset - White,2.55,5,12.5,10.5
394123,Converse,Women's Shoes,Converse Star Replay Sneaker (Unisex),1.45,11,4,5
390717,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Plaid Sweatshirt,0.8,9,2,7
384774,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.55,10,6,13
384715,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.65,10,6,12
380545,,Drones,Mavic Mini,2.1,4,10,8
392311,,Games & Toys,"Play-Doh Compound Corner Variety 6 Pack - Slime, Cloud, Krackle, Stretch, Foam",2.25,11,3,13
392344,,Cosmetic Set (Small - sample bag),6 PCS Matte Liquid Lipstick set -  Waterproof Long Lasting,0.25,4,1,8
390870,,Watches,MONDRIAN,1.3,5.5,6,5
23438,,,,0,8,11,6
392734,GUESS,Wallets,"Carys Large Zip-Around Wallet, Color Blush",0.6,8,2,4
392374,GUESS,Wallets,"Carys Large Zip-Around Wallet, Color Blush",0.6,8,2,4
390390,Tommy Hilfiger,Sweaters,Tommy Hilfiger Men's Rhodes Regular-Fit Full-Zip Sweater,2.15,9,2,12
392242,GUESS,Wallets,"Carys Large Zip-Around Wallet, Color Blush",0.6,8,2,4
390968,,Pixel,Google Pixel 3 - 64GB Just Black Fully Unlocked (Certified Refurbished) - Walmart.com,0.6,2,7.5,4
392236,GUESS,Wallets,"Carys Large Zip-Around Wallet, Color Blush",0.6,8,2,4
390474,Tommy Hilfiger,Sweaters,Tommy Hilfiger Men's Rhodes Regular-Fit Full-Zip Sweater,1.75,11,2,12
390467,Tommy Hilfiger,Sweaters,Tommy Hilfiger Men's Rhodes Regular-Fit Full-Zip Sweater,1.55,9,2,11
29386,,,,0,10,10,5
391231,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,7,1,5
392620,,Apple,Apple - Apple Watch Series 4 (GPS + Cellular) 44mm Stainless Steel Case with White Sport Band - Stainless Steel,1.5,2,14,4.5
391182,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,7,1,5
391177,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,5,1,4
391139,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,5,1,4
390335,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",1,9,4,12
391047,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,5,1,4
390304,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",0.95,9,2,10
391046,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.45,7,1,5
54341,,,,0,8,11,3
391043,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,5,1,7
390999,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,5,1,7
384580,,Baby Clothes (Sets),adidas Tricot Jacket & Pants Set (Toddler Girls),0.65,5,2,8
390986,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,5,1,7
390937,GUESS,Wallets,"Carys Logo Double-Zip Organizer, Color Blush",0.4,5,1,7
384564,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.7,9,5,12
391686,Spin Master Games,Games & Toys,Interactive Dog Toy Board Game for Kids,1.6,3,10.5,10.5
384471,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.7,10,4,12
391800,,Handbags & Accessories,Samsonite Umbrella - Aqua ,1.4,3.5,19,3.5
384478,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.6,9,5,11
384438,Calvin Klein,Robe (Large),"Calvin Klein Plush Shawl Collar Robe, Color CTZ TRANCE",1.6,10,4,12
390475,,Baby Clothes (up to 24M),Calvin Klein Baby Boys 2-Pc. French Terry Sweatshirt & Jogger Pants Set,0.55,6,2,9
391611,,Vitamins (Large),"Hair, Skin & Nails with biotin and Collagen",0.8,3,8,3
392243,,Coats,BONDED POLY FAUX FUR HOODED ANORAK JACKET,3.05,9,6,14
390481,,Baby Clothes (up to 24M),Calvin Klein Baby Boys 2-Pc. French Terry Sweatshirt & Pants Set,0.45,6,2,7
391612,,Vitamins (Small),Gummies for a Good Night Sleep and Beauty ,0.6,3,8,3
391798,,Underwear (Box set),"New Balance Boxer Briefs (3 Pack), Color Dark Heather/Black/Team Red",0.7,2,7,5
390048,,Vitamins (Large),BUY 2 +Get 4 FREE Vitamin D3 50 mcg (2000 IU),0.8,5,4,7
390037,,Vitamins (Large),BUY 3 GET 6 FREE. Vitamin D3 50 mcg (2000 IU),1.1,6,5,9
56604,,,,0,7,10,3
390891,,Sweatshirts,"Calvin Klein Jeans Men's Zip-Front Monogram Hoodie,Created for Macy's, Color  Barbados Cherry, Size M ",1.25,10,2,13
391598,,Games & Toys,"BONAOK Wireless Bluetooth Karaoke Microphone with Controllable LED Lights, Portable Handheld Karaoke Speaker Machine Christmas Birthday Home Party for Android/iPhone/PC or All Smartphone(...",1.55,4.5,11,4.5
390906,,Women's Shoes,"Michael Kors Olympia ""Dad"" Sneakers, Color: Beige/ Ebony, SIze 9.5",2.5,10,4,11
389669,DKNY,T-shirts,DKNY Glitter-Logo T-Shirt,0.35,4,2,5
388698,,T-shirts,Tommy Hilfiger Men's Classic-Fit Ivy Polo,0.55,7,2,9
388886,,Crossbodies,Calvin Klein Western Statement Series Crossbody,1.65,6,3,11
388253,,Cosmetics Set (Medium - pair of medium shampoos),BOSS The Scent 3-Piece Fragrance Gift Set,2.4,3,11,9
386488,,Women's Shoes,Women's 009,1,7,4,11
42634,,,,0,39,9,15
389513,,Vitamins (Large),"Buy 1 Get 2 Free , Shark Cartilage 740 mg",1,5,3,7
384180,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.75,10,5,13
384166,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.75,8,5,12
387768,,Socks,Tommy Hilfiger Men's 5-Pk. Crew Socks,0.6,4,2,9
384244,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.6,9,4,12
391017,Tommy Hilfiger,Women's Shoes,Tommy Hilfiger Montreal Shoes,1.75,12,4,6
384187,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.5,9,4,12
38514,,,,0,16,26,36
388002,,Backpack (Large),"Medium Charlie Backpack, Color Sv/Gunmetal",2.5,13,8,15
391388,Tommy Hilfiger,Women's Shoes,Tommy Hilfiger Regis Sneaker,2.05,13,4,5.5
388149,,Tools,Makita XT268T 18V LXT Lithium-Ion Brushless Cordless 2-Pc. Combo Kit (5.0Ah),15.4,6,17,12
385302,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.5,10,5,13
385375,Calvin Klein,Robe (Large),"Calvin Klein Plush Shawl Collar Robe, Color CTZ TRANCE",1.55,10,6,13
384695,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.55,11,5,12
389199,,Men's Shoes,Tommy Hilfiger Fallop Lace-Up Sneaker,2.4,8,4,12
392077,,Cosmetic Set (Small - sample bag),6 PCS Matte Liquid Lipstick set -  Waterproof Long Lasting,0.25,5,1,4
391474,,Headlight,TESTED PASSENGER RIGHT LED OEM EDGE 15-18 FOG LIGHT LAMP [MT102119 A-GRADE]  | eBay,2.85,21,8.5,8.5
60773,,,,0,6,8,2
391827,Contigo,Water Bottle Small (up to 18 oz),Contigo Kids Water Bottle - Pink ,0.5,3,3,8
390053,DKNY,Sweatshirts,DKNY Logo Graphic Top,1.05,7,3,10
391943,,Games & Toys,Little Live Wrapples - Slap Bracelets - Princeza,0.5,5,5,5
391938,,Underwear (Box set),"New Balance Boxer Briefs (3 Pack), Color Dark Heather/Black/Team Red",0.6,5,2,8
393794,Adidas,Backpack (Small),Adidas Originals National 3-Stripes Backpack,1.4,19,2,13
393849,Adidas,Backpack (Small),Adidas Originals National 3-Stripes Backpack,1.2,19,2,13
390026,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.85,7,2,10
391583,,Games & Toys,Dino Eggs Kit,3.1,8,6,18
389885,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.9,7,2,10
393919,GUESS,Wallets,"Kim Large Zip-Around Wallet, Color Black",0.6,8,1,4
393964,Tommy Hilfiger,Underwear,"Tommy Hilfiger Panty, 2 Pack",0.1,5,1,4
393898,GUESS,Bag (Small),"Skye Logo-Trim Belt Bag, Color Coal Multi",0.75,8,4,4
393831,Tommy Hilfiger,Underwear,"Tommy Hilfiger Panty, 2 Pack",0.1,7,1,4
392573,,Cosmetics Set (Medium - pair of medium shampoos),Trolls Nail Polish Set,1.55,11,1,12
389958,Dockers,Sweatshirts,"Dockers Men's Logo Graphic Crewneck Sweatshirt, Color: Green Camo",1,6,2,10
393993,Calvin Klein,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color Black, Size S",0.85,11,2,8
388582,,Autoparts,Dorman - Fuel Tank,23.85,13.5,38,17
389854,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.8,6,2,10
389826,DKNY,T-shirts,DKNY Glitter-Logo T-Shirt,0.4,4,2,7
389727,DKNY,Sweatshirts,DKNY Graphic Logo Sweatshirt,0.9,5,2,9
389748,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.8,6,2,9
390015,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.8,7,2,10
389861,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.8,7,2,10
389989,Tommy Hilfiger,Sweatshirts,Tommy Hilfiger Sport Logo Sweatshirt,0.95,7,2,10
23434,,,,0,18,11,23
384808,,Kids Winter Shoes,"BEARPAW Emma Side-Zip Genuine Shearling Lined Boot (Toddler & Little Kid), Color Black, Size 8M",1,7,3,8
384887,,Underwear,Calvin Klein Triangle Cup Bralette,0.2,5,1,11
390666,,Games & Toys,Crayola Art Case,4.1,13,3,16
385028,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.65,9,5,11
384868,Calvin Klein,Robe (Small),"Calvin Klein Plush Shawl Collar Robe, Color PRX PORT RED",1.8,9,5,11
390678,,Games & Toys,Dino Eggs Kit,3.1,6,5,18
392379,,Headphones,"Marshall Mid Bluetooth Wireless On-Ear Headphone, Black (04091742)",1.5,7,3,6
390693,,Cosmetic Set (Small - sample bag),Wet Brush Set (3-pcs) ,1,7,4,10
392436,,Cosmetic Set (Small - sample bag),6 PCS Matte Liquid Lipstick set -  Waterproof Long Lasting,0.3,6,1,4
391984,,Games & Toys,DIY Crystal Slime Kit,3.8,8,3.5,9.5
50547,,,,0,9,12,3
390623,,Underwear (Box set),"New Balance Boxer Briefs (3 Pack), Color Dark Heather/Black/Team Red",0.6,5,2,7
390738,,Electric toothbrushes,"ATMOKO Electric Toothbrush, Sonic Power Whitening Toothbrush with 40,000 VPM Motor - 5 Modes - Wireless Charging - 6 Indicator Dupont Brush Heads with Travel Case: Beauty",1.2,7,2,10
390644,,Cosmetic Set (Small - sample bag),Beard & Mustache Grooming Kit,0.9,5,3,7
390897,,In-ear Headphones,"Wireless Earbuds,Kissral Bluetooth 5.0 Earbuds with 3000mAh Charging Case LED Battery Display 90H Playtime in-Ear Bluetooth Headset IPX7 Waterproof True Wireless Earbuds for Work Sports",0.45,6,2,3
387751,,Cream (Small up to 4oz.),"Buy 2 Get 4 Free, Hyaluronic Acid Beauty Cream",2.5,7,3,10
390718,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)",Royal Jade - Gift Set ,0.65,5,2,7
390712,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)",Royal Jade - Gift Set ,0.65,5,2,7
387615,,Gummies (2+3),"Puritan's Pride Hair, Skin & Nails Gummies Buy 2 Get 4 ",4,7,5,10
392002,,Games & Toys,Kitty Plush,0.75,10,5,7
56572,,,,0,8,10,3
390724,,Games & Toys,Slime Kit,3.45,11,3,11
391596,,Cosmetic Set (Small - sample bag),Beard & Mustache Grooming Kit,1,5,3,7
391602,,Games & Toys,Solar System Planetarium,0.7,7,3,10
391137,Michael Kors,Women's Shoes,"MICHAEL Michael Kors Olympia ""Dad"" Sneakers, Color: Graphite",2.1,9,4,11
391950,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)",Royal Jade - Gift Set ,0.45,5,2,7
391118,DKNY,Sweatshirts,DKNY Graphic Embellished Sweatshirt,0.85,9,2,7
391890,,Cosmetic Set (Small - sample bag),Wet Brush Set (3-pcs) ,1.1,5,4,7
54339,,,,0,8,10,4
391533,,Cosmetic Set (Small - sample bag),Wet Brush Set (3-pcs) ,1.1,5,4,7
391355,,Cosmetic Set (Small - sample bag),Wet Brush Set (3-pcs) ,1.1,5,4,7
391025,,Cosmetic Set (Small - sample bag),Wet Brush Set (3-pcs) ,1.05,5,4,7
390576,,Underwear (Box set),"New Balance Boxer Briefs (3 Pack), Color Dark Heather/Black/Team Red",0.5,7.5,2,5.5
387285,,Jeans,"Ideology Plus Size Wide-Leg Pants, Created for Macy's",0.8,7,3,9
390353,Michael Kors,Women's Shoes,MICHAEL Michael Kors Monroe Trainer Sneakers,1.2,4,10,7
390764,,Vitamins (Small),"Ebanel Vitamin C Serum Hyaluronic Acid Serum for Face - Ultimate Anti Aging Serum Set - Deep Hydrating, Visibly Plump, Firm & Smooth Skin, Brighten & Even Skin Tone, Reduce Redness & Infl...",0.55,3,3,8
390330,Michael Kors,Women's Shoes,"MICHAEL Michael Kors Olympia ""Dad"" Sneakers, Color: Beige/ Ebony",2.05,4,10,10
390727,,Cosmetic Set (Small - sample bag),Beard & Mustache Grooming Kit,0.8,5,3,7
392177,,Cosmetic Set (Small - sample bag),6 PCS Matte Liquid Lipstick set -  Waterproof Long Lasting,0.15,3,3,8
390822,,Electronics,"Vector Robot by Anki, A Home Robot Who Hangs Out & Helps Out, With Amazon Alexa Built-In",1.7,6,4,8
391961,,Cosmetics Set (Medium - pair of medium shampoos),Butterfly Make-Up Kit,1.6,5.5,13,11
387932,,Sweaters,8 BY YOOX Sweater,0.8,4,11,9
392023,,Vitamins (Large),Buy 1+1 Free Gummies Tropical Citrus ,1.4,5,3,7
391931,,Backpack (Large),"CRUZER COLOR-BLOCK BACKPACK, Color Stone",2.35,6,18,12
389400,Michael Kors,Winter Jackets,"Michael Kors Logo Stripe Hooded Puffer Jacket, Black",1.5,9,5,12
60772,,,,0,4,5,2
388048,,Autoparts,Honda Trx450r Lonestar Steering Stem,5.55,4.5,30,4.5
391233,,Vitamins (Large),1 + 1 Gummies with Raspberry,0.7,3,8,3
388069,Calvin Klein,Scarfs,Calvin Klein Monogram Logo Pashmina,0.5,2,8,7
392302,Calvin Klein,Sweatshirts,Calvin Klein Jeans Men's Monogram Sweatshirt,1,2,10,9
38500,,,,0,4,4,8
386934,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Created For Macy's",0.4,1,10,7
391078,DKNY,Sweatshirts,DKNY Men's Logo Fleece Sweatshirt,1.15,2.5,13,10
392356,,Watches,Fitness Tracker - Marina Blue,0.1,4,3,4
389651,DKNY,Sweatshirts,DKNY Logo Graphic Top,0.95,2,11,9
391588,,Handbags & Accessories,Panda Money Bank,1.2,6,3,9
389650,DKNY,Sweatshirts,DKNY Logo Graphic Top,1,2,11,9
388692,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.9,5,5,5
34312,,,,0,9,15,2.4
388686,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.95,5,5,5
392016,Spin Master Games,Games & Toys,Interactive Dog Toy Board Game for Kids,1.9,11,5,13
388634,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.9,5,5,5
386500,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Created For Macy's",0.4,2,9,7
392043,,Powder/ Foundations,B-Flat Cellulite Stretch Marks Firming Cream | Belly Skin Treatment | Anti-Cellulite Stomach Lotion with Arabica Coffee & Hyaluronic Acid,0.55,3,3,8
392047,Nature's Way,Vitamins (Small),Sambucus Gummies,0.65,3,3,8
387042,,Other,CHRIS CHRISTENSEN - BUTTERCOMB #004 POODLE COMB,0.1,1,10,3
382139,,Water Bottle Big (from 18 oz),Let It Snow Mug Christmas Mug Camp Mug Christmas Coffee Mug Snow Christmas Mugs Campfire Mug Camping Mug Christmas Camp Mug,0.6,5,5,5
392139,LEGO,Games & Toys,LEGO Star Wars,0.8,11,4,8
391041,,Motorcycle Items,11 HARLEY SPORTSTER 883 XL883 OEM SHIFTER LINKAGE SHIFT LINK PEDAL 34660-04A  | eBay,1,3,8,3
388220,,Vitamins & Supplements,PEWDIEPIE (LINGONBERRY),0.9,4,4,5
391781,,Vitamins (Large), Disney Vitamins ,1.45,5,3,7
388577,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.9,5,5,5
391965,,Bag (Large),Calvin Klein Men's Slim Attache,2.05,15,3,15
385886,,Baby Clothes (Sets),"Hudson Baby Baby Girl Long Sleeve Bodysuits, 5 Pack, Size 12-18 M",0.95,2,10,8
388552,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.95,5,5,5
388534,,Watches,Full Moon Quartz Silver Dial Ladies Watch,0.85,5,5,5
390929,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)",Royal Jade - Gift Set ,0.75,5,2,8
46920,,,,0,48,40,42
392403,,Cosmetic Set (Small - sample bag),"Eye Patches - Gold Eye Gel Patch (30 pairs) - Alga extract Eye Gel Patch (30 pairs) - Treatment Masks - Under Eye Patches, Dark Circles Under Eye Treatment, Under Eye Bags Treatment, Eye ...",0.95,4,4,4
390532,,Shampoo Big (more than 12 oz),BioSilk Therapy Trio,1.75,9,2,9
389457,,Backpack (Large),MICHAEL KORS Rhea Medium Leather Backpack - Black,2.4,10,6,14
392385,,Water Bottle Big (from 18 oz),"Contigo Kids Water Bottle, 3 Pack Autospout Gizmo - Plastic, 14oz - Leak and Spill Proof Bottles, Ideal for Travel and Activities, Easy-Clean and Dishwasher Safe - Press The Button For Po...",1.75,8,5,11
388684,,Sweatshirts,"Tommy Hilfiger Men's Signature Knoxville Sweater, Color Snow White Heather / Charcoal Heather, Size S",0.65,2,10,8
392101,,Watches,U.S. Polo Assn. Women's Quartz Metal and Alloy Casual Watch,0.6,3,3.5,5
392447,,Handbags & Accessories,"3 Pack Velvet Wide Headbands, Color: black+pink+beige",0.6,6,5,9
